text,timestamp,like_count
well done may god continue bless wisdom courage need leader like kudos bbm sarah marcoses supporter,2021-12-07 00:00:00,
congratulation sir start already vote partner saw yoyr potential might change mind win soon although american citizenship filipino heart,2021-12-07 00:00:00,
congratulation bbm2022 may god continue bless family,2021-12-07 00:00:00,
best may god bless always,2021-12-07 00:00:00,
brilliant brave man god bless president,2021-12-07 00:00:00,
zudoarichikito mekashita dont pink allowed hahahha,2021-12-07 00:00:00,
zudoarichikito mekashita tanga spotted faceless jejemon haha iyak rest pink,2021-12-07 00:00:00,
congratulation sir bbm proud god bless u ur family,2021-12-07 00:00:00,
kudos nailed keep safe always sir godbless,2021-12-07 00:00:00,
congratulation soon mr president godbless keep safe always praying goodluck,2021-12-07 00:00:00,
kudos future president brilliant answer proud god bless always love,2021-12-07 00:00:00,
myra divinagracia modesty aside people say bbm coward destroy,2021-12-07 00:00:00,
nitz ringpis torrado thats least blind see whats true condemned god look heart take care destructive one,2021-12-07 00:00:00,
nitz ringpis torrado yes terrible thats theyre cowardly cant handle situation there plataforma thats already bbm others know fool,2021-12-07 00:00:00,
myra divinagracia omg100k mala sand bbmsara supporter flock lenlen surprised saw bbm sara supporter watch subscribe channel big thanks http youtube 8aolgplj3k,2021-12-07 00:00:00,
myra divinagracia point let pray together cheating election,2021-12-07 00:00:00,
nitz ringpis torrado yes always praying,2021-12-07 00:00:00,
kudos president brilliant smart idea point view better philippine looking forward success everything guidance lord love support dear president philippine god bless always,2021-12-07 00:00:00,
bbm best salute good job sir answer go directly question god bless,2021-12-07 00:00:00,
congratulation soontobe president philippine blessed god bless,2021-12-07 00:00:00,
elisa bucsit yes bbm,2021-12-07 00:00:00,
proud 2022 presidentbrav e intelligent nailed,2021-12-07 00:00:00,
congratulation pbbm knowledgeable answered question sincerity proud sir may god bless wisdom strength leading country,2021-12-07 00:00:00,
congratulation proud stay safe healthy god bless family thank inspiring u youre great message unity,2021-12-07 00:00:00,
congrats sirwr proud uur nxt presidentour vote ur teamonlystay safe alwaysgod bless,2021-12-07 00:00:00,
im proud u mr bbm u great job smni pres debate god bless u po congrats,2021-12-07 00:00:00,
gie joy insanhis father father well voice congrats bbm,2021-12-07 00:00:00,
panela lina yes cuz finished tlga ang haba worth learned lot,2021-12-07 00:00:00,
gie joy thats good cuz question spotthe question wont given advance know candidate answer solid,2021-12-07 00:00:00,
,2021-12-07 00:00:00,
proud 17th president knowledgeable articulate confident god bless protect family always bbm sara,2021-12-07 00:00:00,
michaela tabing wong amen jesus name,2021-12-07 00:00:00,
michaela tabing wong oxford kc really genius like father,2021-12-07 00:00:00,
michaela tabing wong solid,2021-12-07 00:00:00,
michaela tabing wong seem want make bongbong marcos historical people edsa martial law father ferdinand marcos like story son guess story son edsa martial law historical story name father son,2021-12-07 00:00:00,
michaela tabing wong cabalastic no17 equal 8 no8 successful number endeavor,2021-12-07 00:00:00,
started 12 midnight nz ended 4am 2 hour sleep going work totally worth congratulation four participant salute smni job well done,2021-12-07 00:00:00,
congratulation sir job well done answer enlighten still undecided,2021-12-07 00:00:00,
kudos 4 sir,2021-12-07 00:00:00,
congratulation advance god bless,2021-12-07 00:00:00,
brilliant pop god bless,2021-12-07 00:00:00,
well prepared fitted become next president watched yesterday im satisfied answer political issue youve got brilliant mind senator feel like thesis defense prof clarita asked question nailed god bless,2021-12-07 00:00:00,
chris mendoza didnt beat terrorlooking professor one got nervous saw aura prof clarita carlos prof really squeezed next presidentgood job bbm,2021-12-07 00:00:00,
salute sir qualified positiongod bless keep safe always,2021-12-07 00:00:00,
yes brilliant answer next president bbm got intelligence father proud dad god bless bbm whole marcos family relative,2021-12-07 00:00:00,
jessamyn adrian yes super smart tlga c bbm humble heart everyone,2021-12-07 00:00:00,
jessamyn adrian answer never straight point,2021-12-07 00:00:00,
congratulation sir ordinary citizen beloved philippine say debate informative weve learned lot listening candidate live,2021-12-07 00:00:00,
remz lyn palacsa caling,2021-12-07 00:00:00,
leah lyn jose updated,2021-12-07 00:00:00,
congratulation soon president stay safe god bless,2021-12-07 00:00:00,
congratulation yes proud love bbm god bless,2021-12-07 00:00:00,
thank much sir bbm tireless effort campaigning street letting u know platform plan country came smni debate prepared ready delivered confidence humility god bless,2021-12-07 00:00:00,
congrats sir bbm im proud best love god bless always,2021-12-07 00:00:00,
proud filipino sir bbm really destined next pres country kudos 4 hour debate answered question intellectually great country need great leader like vision goal love entire philippine live long bbmsara202 uniteam,2021-12-07 00:00:00,
congratulation sir job well done,2021-12-07 00:00:00,
good absentee catching,2021-12-07 00:00:00,
ginisang soup fyi leni supporter ur barking wrong tree im referring lenis comment pacman one answer advance question live interview,2021-12-07 00:00:00,
ginsang soup attend prof c castro question leni isko manny mam may go mom go cr,2021-12-07 00:00:00,
joshua john flores ask pakyaw answer face face dont know im excited porridge filled joke ill fight,2021-12-07 00:00:00,
joshua john flores orongan hahaha think conflict schedule didnt lost connection,2021-12-07 00:00:00,
jina saberola pee 4 time attending say excuse mam jingle ho,2021-12-07 00:00:00,
ja red girl,2021-12-07 00:00:00,
joshua john flores orongan carry na cla bbm,2021-12-07 00:00:00,
michael salazar gonzaga hidden side side,2021-12-07 00:00:00,
copying hahahah,2021-12-07 00:00:00,
present interview absent debate,2021-12-07 00:00:00,
joshua john flores orongan,2021-12-07 00:00:00,
joshua john flores orongan coward,2021-12-07 00:00:00,
joshua john flores orongan four took online class,2021-12-07 00:00:00,
joshua john flores orongan looking apparently getting idea panelist guest ahahaha cant answer anything ask kamotes,2021-12-07 00:00:00,
joshua john flores orongan future president even thanked four heheh,2021-12-07 00:00:00,
next debate drink aq png maintenance grandma qoh,2021-12-07 00:00:00,
four people want go gma kbp ccn comelec debate really coward bbm one going smni quibuloy endorsed biased biased endorsed face everyone nothing avoided bias ability thats unity db,2021-12-07 00:00:00,
joshua john flores orongan already said absent present live streaming hahaha ill sure copy answer case question,2021-12-07 00:00:00,
watched,2021-12-07 00:00:00,
joshua john flores orongan taking note online class next quiz know something answer peace,2021-12-07 00:00:00,
thats michael salazar gonzaga hahaha tpos sv appointment already hahaha feel watching,2021-12-07 00:00:00,
esterlyn p leal pede also,2021-12-07 00:00:00,
poor attend coward watch,2021-12-07 00:00:00,
joshua john flores orongan modular class professor,2021-12-07 00:00:00,
online class yern,2021-12-07 00:00:00,
donna lo tan,2021-12-07 00:00:00,
joshua john flores orongan said absentturned present,2021-12-07 00:00:00,
alhissa jane magbuhos want cute question doesnt like difficult one,2023-12-07 00:00:00,
joshua john flores orongan battle brain ignorant safe 4 presidential candidate left group,2021-12-07 00:00:00,
proud bbm salute god bless,2021-12-07 00:00:00,
difficult moment doesnt show prof clarita carlos,2021-12-07 00:00:00,
jessica paticaoen cabilan right,2021-12-07 00:00:00,
ghie andres bagacina mother leni yun didnt attend might afraid prof clarita,2021-12-07 00:00:00,
dad took picture,2021-12-07 00:00:00,
popoy son roxas http mfacebookcom storyphpstory fbid5388775761 151929id100 0586765074,2021-12-07 00:00:00,
jessica paticaoen cabilan youre like im going attend scripted debate question know answer immediately look smart guest every answer question follow question immediately youll see pas recitation last defense,2021-12-07 00:00:00,
let trend guy,2021-12-07 00:00:00,
popoy son roxas yes cno kya didnt show difficult momentwhy absent,2021-12-07 00:00:00,
tpng jstn hashtag trending twitter hahaha,2021-12-07 00:00:00,
popoy son roxas said cooked porridge caravan,2021-12-07 00:00:00,
popoy son roxas eye blurry try optical clinic maybe eye glass solve eye,2021-12-07 00:00:00,
http buritofloro5 video 464981251226325 appfbl he good live,2021-09-23 09:43:00,
melvin magallanes thats favorite prof agree brain,2021-12-07 00:00:00,
popoy son roxas nothing smni debate proved cannot answer prof carlos formal debate question per candidate equal advance questionaire knee softened come proud degree,2021-12-07 00:00:00,
popoy son roxas oh,2021-12-07 00:00:00,
popoy son roxas dont let medium still believe mother maritess hahahaha,2021-12-07 00:00:00,
nice one popoy love,2021-12-07 00:00:00,
jhan salvador diaz right,2021-12-07 00:00:00,
alex dl one running presidency still attend even know pushing one opponent,2021-12-07 00:00:00,
jimmy losocon,2021-12-07 00:00:00,
know youre right youre even guard brgy think dina need explain think,2021-12-07 00:00:00,
popoy son roxas bka cant handle questiongood question answer correct,2021-12-07 00:00:00,
popoy son roxas like commentahajaj sourcei mean gcahahaha,2021-12-07 00:00:00,
attend debate advance question prof clarita said ahh,2021-12-07 00:00:00,
arje magtoto mejos stupid spotted prof clarita said thats prof clarita carlos stupid issue,2021-12-07 00:00:00,
popoy son roxas marites hahahaha,2021-12-07 00:00:00,
popoy son roxas si leni haha prof question difficult doesnt really know answer agrees marcos abella answer,2021-12-07 00:00:00,
popoy son roxas said leak question,2021-12-07 00:00:00,
tpng jstn,2021-12-07 00:00:00,
popoy son roxas youre looking pink chicken seems best answer presidential interview even elementary interview cant answer youre good qna juliana miss qna still good lol peace,2021-12-07 00:00:00,
congratulation pbbm proud sir nailed always praying next vp mayor inday sara duterte god bless philippine,2021-12-07 00:00:00,
difficult question dont show mama pink,2021-12-07 00:00:00,
arjay humarang brain accurate bro,2021-12-07 00:00:00,
christine gomez,2021-12-07 00:00:00,
arjay humarang said first field,2021-12-07 00:00:00,
arjay humaran,2021-12-07 00:00:00,
james fernandez yes thats church saw page thats took screen shot also shocked saw member catholic church disappointing theyre desperation theyre using church interest,2021-12-07 00:00:00,
arjay humarang said advanced question needed,2021-12-07 00:00:00,
urot zinger try rose dont wither petal fall ill take break,2021-12-07 00:00:00,
arjay humaran,2021-12-07 00:00:00,
christine gomez http 1816696045 post 1021643248464412 8appfbl,2021-12-07 00:00:00,
arjay humarang coward kbp cnn kmjs pope red,2021-12-07 00:00:00,
arjay humarang simple question comfort food direct sensible answer many cute cute going round round difficult,2021-12-07 00:00:00,
arjay humaran everything say eats shameful inconsistent great liar,2021-12-07 00:00:00,
edna velasco funny cant prof carlos afraid,2021-12-07 00:00:00,
arjay humarang sir nose bleed code haha,2021-12-07 00:00:00,
arjay humarang well said,2021-12-07 00:00:00,
arjay humarang scripted absent,2021-12-07 00:00:00,
mikaela tue know people sometimes frown especially blood pressure high maybe health condition okay treat youre floating dont know youre saying much better less talk less mistake,2021-12-07 00:00:00,
biber pathy right,2021-12-07 00:00:00,
kai ollga know mean ngiw analyze prrd say bagahi maybe stupid extreme loyalty,2021-12-07 00:00:00,
arjay humarang right hahaha,2021-12-07 00:00:00,
arjay humarang weak creature hahaha longer hahaha,2021-12-07 00:00:00,
edna velasco syotak vah,2021-12-07 00:00:00,
mikaela tue maybe stupid negative drug test analyze take drug test,2021-12-07 00:00:00,
stealing public treasury quick blengbong,2021-12-07 00:00:00,
kai ollga haha negative youre stupid really weak sense youre feeding even peet dont know analyze youre laughing,2021-12-07 00:00:00,
http reginaaspiras9 0videos 1223828868357092,2021-12-07 00:00:00,
mikaela tue ohh cmon sense weak maybe eat shit maybe im brain shit im stupid like sometimes really stupid people like boba correct spelling analyze one funny,2021-12-07 00:00:00,
kai ollga brain really stupid still looking excuse almost comment based spelling important people read people like sense must cp thats youre changed hurry textsan really waste time bugok,2021-12-07 00:00:00,
mikaela tue heck waste time youre still replying youre stupid youre rotten shit who still arguing youre one sneaking analyze hehe brain stupid brain sense like judge poor loser,2021-12-07 00:00:00,
proud ilocanos proud future presidentmay almighty god protect bless sir running mate mayor inday sara god bless botht,2021-12-07 00:00:00,
congratulation sir bbm youre best safe always god bless,2021-12-07 00:00:00,
brilliant president proved people great nation become love mr president,2021-12-07 00:00:00,
love please make philippine great grace god,2021-12-07 00:00:00,
bethel luz agree god grace guidance,2021-12-07 00:00:00,
bethel luz,2021-12-07 00:00:00,
jhudhie angel prince,2021-12-07 00:00:00,
proud bbm shown intelligence true character sentiment country live,2021-12-07 00:00:00,
let u give man chance know might end surprise god bless bbm,2021-12-07 00:00:00,
congratulation beloved country phil sir bbm sent god lead nation may god bless always keep healthy power sir,2021-12-07 00:00:00,
congratulation bbm im proud chosen next president im confident could better among candidate god bless stay safe sir,2021-12-07 00:00:00,
hello youre great made prof carlos smile hehe rest aspirant attended also,2021-12-07 00:00:00,
congratulation next pres proud thank knowledgeable answer mabuhay bbm saratandem god bless u always,2021-12-07 00:00:00,
brilliant like father,2021-12-07 00:00:00,
god bless sir bbm youre best running mate mayor sara duterte long live,2021-12-07 00:00:00,
maria fe espiritu,2021-12-07 00:00:00,
im proud happy next president bongbong marcos youre intelligent smart full confidence articulate excellent,2021-12-07 00:00:00,
proud sir well done,2021-12-07 00:00:00,
god bless always presidentkeep safe praying good luck,2021-12-07 00:00:00,
proud hoping praying one day read comment apostolic catholic church international ministry support candidacy future president ferdinand bong bong marcos sara inday duterte vice president stay safe healthy bbm inday sara god bless maharlikan people god bless philippine,2021-12-07 00:00:00,
congratulation smni course best bbm full display respect philippine sovereignty filipino dignity watching ontario canada,2021-12-07 00:00:00,
congratulation really great job,2021-12-07 00:00:00,
congratulation president proud,2021-12-07 00:00:00,
best sir bbm sure win highest position country proud ilokana,2021-12-07 00:00:00,
dignified looking precise answer bbm,2021-12-07 00:00:00,
great job sir,2021-12-07 00:00:00,
congratulation bbm let win go go go god guide give knowledge wisdom god bless bbm sara,2021-12-07 00:00:00,
congratulation po great answer poproud ilokana south korea,2021-12-07 00:00:00,
intellectual question got intellectual answer soon president kudos sir bbm excellently god bless keep safe always 022 22,2021-12-07 00:00:00,
rose alconaba depending monthly salary make money online staying home office without stress email address laptop smartphone earn huge amount every 48hour depending choice without sending money anyone information inbox manager click http tankomusah5891,2021-12-07 00:00:00,
rose alconaba enjoyed said matched,2021-12-07 00:00:00,
proud beloved president negative weapon formed shall ever prosper righteousness lord every tongue raise judgment shall condemn heritage lord prayer always,2021-12-07 00:00:00,
proud bbm supporter congratulation next president,2021-12-07 00:00:00,
proud bbm may god bless always,2021-12-07 00:00:00,
congratulation sir bbm youre best stay safe healthy god bless u always,2021-12-07 00:00:00,
margie reyes brother marcos well inday sara still feel know mayor nothing back devil still feel friend ekiss bugookks stupid marcos pakyu,2021-12-07 00:00:00,
jezz aquino butchi shooting,2021-12-07 00:00:00,
jezz aquino also,2021-12-07 00:00:00,
jezz aquino youre funny tell madam sarah im sure youll shoot nose youre pretty,2021-12-07 00:00:00,
jezz aquino doyou took medicine,2021-12-07 00:00:00,
proud u mypresbbm pray journey success protectiongod bless uniteam,2021-12-07 00:00:00,
wish mr abella mr gonzales could work win election think pure good intention serve country im looking forward victory together sarah duterte sir,2021-12-07 00:00:00,
congratulation smni great job presidential debate excellent,2021-12-07 00:00:00,
eun jeong fbshop smni endorses uniteam hahahahaha bias,2021-12-07 00:00:00,
long live sir bbm god bless every time salute,2021-12-07 00:00:00,
bbm brilliant congratulation poyour best,2021-12-07 00:00:00,
congratulation everyone god bless philippine fellow filipino bbm sara tandem win,2021-12-07 00:00:00,
congrats sir bbm proud,2021-12-07 00:00:00,
congratulation sonshine medium network international smni hosting 2022 presidential debate salute 4 candidate including senator bbm respectful well mannered advanced question answered spontaneously kudos gentleman moderator well done panelist question well delivered,2021-12-07 00:00:00,
crowd favorite well done mr president awesome,2021-12-07 00:00:00,
best luck future president may almighty god guide protect,2021-12-07 00:00:00,
nicely done sir,2021-12-07 00:00:00,
congratulation bbm proud next president stay safe god bless solid uniteam bbm tandem,2021-12-07 00:00:00,
god bless always beloved bbmalways careful,2021-12-07 00:00:00,
best sir god bless,2021-12-07 00:00:00,
let smni dzrh interview speak presidentiables could offer country whoever win people respect majority,2021-12-07 00:00:00,
proud next president philippine god bless bbm solid sara uniteam,2021-12-07 00:00:00,
kudos sir smart brilliant deserve president sandro beke nemen,2021-12-07 00:00:00,
congratulation po president best star night,2021-12-07 00:00:00,
proud bbm god bless sir,2021-12-07 00:00:00,
nailed kudos everyone also behind amazing event,2021-12-07 00:00:00,
congratulation sir great job,2021-12-07 00:00:00,
congratulation sir bbm god bless,2021-12-07 00:00:00,
god job bbm proud mayda usa vote bbm marcos loyalist forever thank marcos family loving filipino people god bless whole unity team proudtobewarayw oops,2021-12-07 00:00:00,
oh missed pray success protection god,2021-12-07 00:00:00,
dadicilef nonaray http mfacebookcom storyphpstory fbid5388775761 151929id100 0586765074,2021-12-07 00:00:00,
congratulation sir bbm proud,2021-12-07 00:00:00,
congratulation sirprepare way philippine great,2021-12-07 00:00:00,
congratulation future president father like son gyud diay naka proud god bless bbm whole marcos family relative 2022 id,2021-12-07 00:00:00,
great job mr president bongbong marcos impressed see classy men showed vision idea etc debate kudos everyone prof carlos passionate proud filipino see something like proud sir,2021-12-07 00:00:00,
next president ready question askedcongratulations god always guide bless u,2021-12-07 00:00:00,
kudos next philippine president articulate knowledgeable able deliver answer confidence sincerity witty word together graceful way answering say character make win president 2022 election,2021-12-07 00:00:00,
congratulation idol stay safe god bless,2021-12-07 00:00:00,
congratulation sirour future president bbmmay almighty god protect alwaysgod bless,2021-12-07 00:00:00,
salute god bless poh,2021-12-07 00:00:00,
congratulation sir bbm,2021-12-07 00:00:00,
congratulation poh next president bbm stay safe poh stay healthy poh god bless poh,2021-12-07 00:00:00,
pres bbm please consider prof carlos administration shes really really good par excellence,2021-12-07 00:00:00,
watched live siryou excellent answer among themumay kamet dtoy flora apayo ah sir,2021-12-07 00:00:00,
congratulation great future president god bless,2021-12-07 00:00:00,
qualified brilliant next president proud always stay safe,2021-12-07 00:00:00,
bench catriz indeed one,2021-12-07 00:00:00,
congratulation incoming president 2022 proud love,2021-12-07 00:00:00,
salute future presbbmwe proud brilliant mindsince first debate last watch im proud mostly question profcarloswe love,2021-12-07 00:00:00,
congratulation president bbm great,2021-12-07 00:00:00,
guy congratulation last night performed amazingly couldnt wait leadershipyo u nailed,2021-12-07 00:00:00,
yes love god bless,2021-12-07 00:00:00,
congratulation sirwere proud,2021-12-07 00:00:00,
proud youwe support wayour soon president philippine bbmgod bless,2021-12-07 00:00:00,
im proud sir brilliant answer deserve next president 2022 congratulation,2021-12-07 00:00:00,
congratulation bbm im proud deserve next president good luck godbless,2021-12-07 00:00:00,
rhelee valdez ventura stupid marcos still feeling special rich feeling superior others bigokk arrogant really strength thick face think win doesnt work winner matter fact used work family rich corruption back want people swallow stoned lazy,2021-12-07 00:00:00,
jezz aquino aquino bogokhintutur pointed uyou super jealous bodyas long bbm solidgo ahead prove say m judgment constanthe really special jealousyou one called gluttonous lazy,2021-12-07 00:00:00,
jezz aquino comment dont work edi heart,2021-12-07 00:00:00,
god bless againour next president,2021-12-07 00:00:00,
president bbm showed u capable lead country better proud supporter,2021-12-07 00:00:00,
god bless bbm,2021-12-07 00:00:00,
watched end bbm good speak impress debate harm hope win president hope take three people debate philippine prosperous god bless,2021-12-07 00:00:00,
jessa rose mortel two ok ernesto ernie abella n orberto gonzales leody de gusman reprimand snob zonal,2021-12-07 00:00:00,
yeess proud next president bbm love much god bless keep safe always,2021-12-07 00:00:00,
hope win bbm solid supporter good lock god bless pray,2021-12-07 00:00:00,
proud,2021-12-07 00:00:00,
congratulation sir,2021-12-07 00:00:00,
brilliant mind become president bbmcongratulations sir praying u stay safe uniteam,2021-12-07 00:00:00,
congratulation future president bbm proud,2021-12-07 00:00:00,
thank smni best debate panelist assignment well atty karin make show shine managing tension light,2021-12-07 00:00:00,
salute every candidate given time presence debate showed u debate must run full intellect respect unity negativity around honestly dont see debate healthy discussion focusing today generation entering new phase country next administration,2021-12-07 00:00:00,
cheenee r roazul right let help cant rely government btw maam bf question educational purpose,2021-12-07 00:00:00,
deserve next future president congratulation good luck god bless,2021-12-07 00:00:00,
mercedes claro bastian bobong marcos still feeling special rich feeling superior others bigokk arrogant really strength thick face think win doesnt work winner matter fact used work family rich corruption back want people swallow stoned lazy,2021-12-07 00:00:00,
drink first attack vote,2021-12-07 00:00:00,
jezz aquino bitter,2021-12-07 00:00:00,
god bless sir apo manong bongbong marcos nation builder philippine wil great,2021-12-07 00:00:00,
man god bless,2021-12-07 00:00:00,
proud bbm youre smart brilliant good plan people,2021-12-07 00:00:00,
proud next president take care always god bless bbm sara,2021-12-07 00:00:00,
well done bbm congratulation,2021-12-07 00:00:00,
see tree green red rose see bloom think wonderful world,2021-12-07 00:00:00,
congratulation ok sen bongbong marcos well job,2021-12-07 00:00:00,
ive seen interview well answered nothing personal good job bbm,2021-12-07 00:00:00,
god bless bbm im proud,2021-12-07 00:00:00,
congratulation soon president philippine power godbless sir,2021-12-07 00:00:00,
congratulation bbm im proud always good job,2021-12-07 00:00:00,
merlie cacananta stupid marcos still feeling special rich feeling superior others he arrogant he really strong he thick think he going win doesnt work winner term thing used work family rich corruption back want people swallow stoned lazy big filipino big bone,2021-12-07 00:00:00,
proud bbm father must proud learned best president may god bless family,2021-12-07 00:00:00,
god bless philippine bbm solid,2021-12-07 00:00:00,
proud sir president god bless bbmsara,2021-12-07 00:00:00,
proud supporting bbm sara tandem god bless map,2021-12-07 00:00:00,
nice answer answered correctly one follow father footstep direct answer confidence bbm next president congratulation,2021-12-07 00:00:00,
please dont prayer lord god guide amen,2021-12-07 00:00:00,
solid bbm inday sara im proud sir bbm god bless,2021-12-07 00:00:00,
youre welcome pop proud bbm supporter nailed,2021-12-07 00:00:00,
job well done president god bless always family,2021-12-07 00:00:00,
love hurt oei video,2021-12-07 00:00:00,
brilliant man soon president congratulation,2021-12-07 00:00:00,
congratulation sir,2021-12-07 00:00:00,
im impressed proud sir,2021-12-07 00:00:00,
congratulation ilippinesgreata gain,2021-12-07 00:00:00,
congratulation bbm,2021-12-07 00:00:00,
went well went beyond expectation,2021-12-07 00:00:00,
congratulation sir,2021-12-07 00:00:00,
best bbm,2021-12-07 00:00:00,
congratulation friend asking get nice shirt,2021-12-07 00:00:00,
president ph engineer supporter au,2021-12-07 00:00:00,
job well done sir congratulation others attended smni people pulled high standard debate,2021-12-07 00:00:00,
congratulation sir,2021-12-07 00:00:00,
congrats,2021-12-07 00:00:00,
proud sirbbm god always guide time always take care sir god bless,2021-12-07 00:00:00,
god bless sir bbm,2021-12-07 00:00:00,
god bless always bbmsara,2021-12-07 00:00:00,
gud job president bbm proud brave,2021-12-07 00:00:00,
congratulation bbm absolutely nailed question thrown proved u best person chief executive country really love care fellow filipino long live sir bbm,2021-12-07 00:00:00,
well done future president 2022,2021-12-07 00:00:00,
proud mr bbm pres,2021-12-07 00:00:00,
congrats po sir bbm im proud po godbless po,2021-12-07 00:00:00,
congratulation bbm proud,2021-12-07 00:00:00,
proud president bongbong marcos god bless uniteam god bless country,2021-12-07 00:00:00,
im proud tay youre best po keep safe always president godbless love lot po,2021-12-07 00:00:00,
brilliant humble future presidentwe love presidentofw hk support sir,2021-12-07 00:00:00,
bbm brilliant salut e next presgod bless keep safe always written illegal detention kidnapping,2021-12-07 00:00:00,
president miss god bless love,2021-12-07 00:00:00,
congratulation next president bbm proud,2021-12-07 00:00:00,
congratulation yeah,2021-12-07 00:00:00,
congratulation future president may god bless,2021-12-07 00:00:00,
congratulation pop,2021-12-07 00:00:00,
bright man love bbm god bless,2021-12-07 00:00:00,
god bless philippine god bless brand new set 2022 would elected nationallocal official bbmsara tandem live,2021-12-07 00:00:00,
great job bbm rocked floor last night youre witty delivered confidently eloquently youre one next president 2022,2021-12-07 00:00:00,
lucy catapang amazing believe never want miss last week saw post page commented directed make little today testifying good work great platform dont left part unusual benefit may come period http tankomusah5891,2021-12-07 00:00:00,
lucy catapang stupid marcos still feeling special rich feeling superior others beard arrogant really strength thick face think win doesnt work winner term thing used work family rich corruption back want people swallow stoned lazy stupid greedy filipino vote garbage,2021-12-07 00:00:00,
jezz aquino gentle answer deflects anger harsh word make temper flare tongue wise make knowledge appealing mouth fool belch foolishness gentle word tree life deceitful tongue crush spirit control temper anger label fool peaceful heart lead healthy body jealousy like cancer bone peace yougod,2021-12-07 00:00:00,
proud bbm love,2021-12-07 00:00:00,
matter marcos go support congrats bbm smni okada debate great,2021-12-07 00:00:00,
truly love president bbm god bless,2021-12-07 00:00:00,
congratulation please bbmbravo,2021-12-07 00:00:00,
thats president 2022diffucul question diffcult answer beloved newly president bbm salute u bbmgod bless u n family well nation vote u w integrity tru filipino god bless u,2021-12-07 00:00:00,
congratulation bbm deserve next president philippine republicmab hey god bless,2021-12-07 00:00:00,
congratulation bbm,2021-12-07 00:00:00,
miss kind platform discussion test intellect character thank sir bbm even zero influence hold office still character loving country radiates majority hunger leader whose patriotism insurmountable thank smni helping u validate character candidate wanting lead u,2021-12-07 00:00:00,
hope become president focus age discrimination including senior citizen watched sir youre great,2021-12-07 00:00:00,
congratulation sirour next president,2021-12-07 00:00:00,
best sir nailed long live bbm next president,2021-12-07 00:00:00,
edith dumale natividad photo shocking meeting amoranto gate almost breaked omg http youtubecom watchv6udgldmu zn4featuresha,2021-12-07 00:00:00,
congrats sir nailed,2021-12-07 00:00:00,
