text,timestamp,like_count,sentiment
jessica paticaoen cabilan hwg po kaung ganyan! aattend nmn po cla kaso dun s scripted n debate n ung tanong eh alam n pra makasagot agad magmukhang matalino at wlang ganyang guests n bawat sagot s tanong eh my follow up question agad😂 jan mo makikita kng cno ang makakapasa s recitation at s huli s defense😂,2021-12-07 0:00:00,,negative
letlenifaceclar ita patrending natin guys 😂😂,2021-12-07 0:00:00,,positive
"popoy son roxas yes,, cno kya and di nag pakita in difficult moment,,bakit nga ba absent sya,,",2021-12-07 0:00:00,,neutral
tpng jstn tong hashtag nato dapat ipatrending s twitter hahaha,2021-12-07 0:00:00,,neutral
"popoy son roxas nag luto sya ng lugaw para daw sa caravan nila ,,",2021-12-07 0:00:00,,neutral
"popoy son roxas malabo kasi mata mo! try mo sa optical clinic, baka masolusyunan ng eye glass mata mo😂",2021-12-07 0:00:00,,neutral
https burito.floro.5 videos 464981251226325 ?appfbl hindi tlga sya pede sa live,2021-09-23 9:43:00,,neutral
melvin magallanes di kasi yon yong favorite prof nya at papayag sa utak nya.😂😂,2021-12-07 0:00:00,,neutral
popoy son roxas wala eh. smni debates ang nagpatunay na di nila kayang sagutin si prof. carlos in a formal debate. equal naman ang tanong per candidate. wala kaseng advance questionaire kaya lumambot yung tuhod nila. asan na kaya yung pinag mamalaki nilang degree..,2021-12-07 0:00:00,,neutral
popoy son roxas yan sila oh,2021-12-07 0:00:00,,neutral
popoy son roxas kasi hindi pinapa kita sa media.. ikaw naman nag pa paniwala sa nanay mo maritess hahahaha,2021-12-07 0:00:00,,neutral
nice one popoy! i love that.,2021-12-07 0:00:00,,positive
"alex dls kung isa ka sa tumatakbo sa pagkapangulo, dadalo ka pa rin ba kahit alam mong iniindurso na nila ang isa sa kalaban mo?",2021-12-07 0:00:00,,neutral
alam mo katwiran mo dika pede kahit pang tanod ng brgy.. think?? dina need explain sayo just think?,2021-12-07 0:00:00,,neutral
popoy son roxas bka di kayanin ang tanong..magand a tanong tumpak ang sagot..,2021-12-07 0:00:00,,neutral
popoy son roxas parihas ng comment..ahajaj may source??i mean gc..ahahaha,2021-12-07 0:00:00,,neutral
na wagdu um attend sa debate kasi nga.. tapos wla pang advance question so paano na..?? si prof. clarita na nagsabi nyan ahh..,2021-12-07 0:00:00,,neutral
arje magtoto mejos bobo spotted😂😂 si prof. clarita nag sabi kaya nga may _prof.clarita carlos issue bobo nmn😂😂,2021-12-07 0:00:00,,neutral
popoy son roxas marites hahahaha,2021-12-07 0:00:00,,neutral
"popoy son roxas sino, si leni? haha. mahirap yung tanong ng prof pag di alam talaga ng sasagot but agree with marcos ans abella sa sagot",2021-12-07 0:00:00,,positive
popoy son roxas wala daw po kcng leak ng mga itatanong..,2021-12-07 0:00:00,,neutral
tpng jstn,2021-12-07 0:00:00,,neutral
popoy son roxas kung mka asta parang ang galing sumagot ng manok mong pink. sa isang presidential interview nga kahit pang elementary yong interview di nga mkasagot. di naman kagalingan manok mo sa qna. buti pa si juliana miss qna. lol! peace,2021-12-07 0:00:00,,neutral
"congratulations my pbbm! so proud of you sir, you nailed it! always here uniteambahay praying for you and our next vp mayor inday sara duterte! god bless you both. mahalinnatinang pilipinas",2021-12-07 0:00:00,,positive
""" in the difficult questions, hindi ako nagpapakita"" mama pink",2021-12-07 0:00:00,,neutral
arjay humarang talino mo kuya tumpak na tumpak😂,2021-12-07 0:00:00,,neutral
arjay humarang pero nauna daw sya field,2021-12-07 0:00:00,,neutral
arjay humarang 😂😂,2021-12-07 0:00:00,,neutral
"james fernandez oo madam simbahan yan, nakita kolang din sa ibang pages kaya screen shot ko ,, nasura din ako nung makita ko yan, bilang isang myembro din ng katoliko, nakakadismaya na ginagawa nilang pagkadesperada ,, pati simbahan ginagamit na nila sa sariling interest..",2021-12-07 0:00:00,,neutral
arjay humarang kailangan daw ng advanced questions,2021-12-07 0:00:00,,neutral
"urot zinger subukan lang ng mga rosas na yan kung hindi sila mangalanta ,malaglag petals nila ,kaya pahinga ako😂😂",2021-12-07 0:00:00,,neutral
christine gomez https 1816696045 posts 1021643248464412 8?appfbl,2021-12-07 0:00:00,,neutral
"arjay humarang pero duwag sa kbp, cnn at kmjs? papa pula",2021-12-07 0:00:00,,neutral
arjay humarang yung simpleng tanong ngang anong comfort food walang diretsahang matinong sagot marami pa cute cute paikot ikot eto pa kaya eh its very difficult,2021-12-07 0:00:00,,negative
"arjay humarang lahat ng sinasabi nya, kinakain nya. nakakahiya , inconsistent and a great liar.",2021-12-07 0:00:00,,negative
"edna velasco nakakatawa sila di kaya si prof. carlos, afraid ba?",2021-12-07 0:00:00,,neutral
arjay humarang sir ma nose bleed po sila nd pd po don ang kodigo haha,2021-12-07 0:00:00,,neutral
arjay humarang well said..,2021-12-07 0:00:00,,positive
arjay humarang not scripted kasi kaya absent,2021-12-07 0:00:00,,neutral
"mikaela tue alam mo ang tao minsan mapapangiwi yan lalo n kung mataas ng blood pressure, maybe merong health condition yan pero ok na yon na gagamot pero yung lutang ka di mo alam pinagsasabi mo much better less talk less mistake",2021-12-07 0:00:00,,neutral
arjay humarang tama hahahha,2021-12-07 0:00:00,,neutral
arjay humarang mahina nilalang hahaha nduweg na hahaha,2021-12-07 0:00:00,,neutral
mikaela tue baka mas tanga ka negative nga sya sa drug test eh kaya kaw mag analyze bonak magpa drug test ka din,2021-12-07 0:00:00,,neutral
"sa pagnakaw sa kaban ng bayan, mabilis ako dyan blengbong",2021-12-07 0:00:00,,neutral
https regina.aspiras.9 0videos 1223828868357092,2021-12-07 0:00:00,,neutral
mikaela tue ohh c'mon ako mahina ang sense baka ikaw kumakain ng tae siguro dahil utak tae hindi ako bobang tulad mo.. minsan talaga may mga taong kapatol patol tulad mo.. boba eto tamang spelling ng analyze.. ikaw ang nakakatawa,2021-12-07 0:00:00,,neutral
mikaela tue what the heck? sayang pala oras mo pero nagreply ka pa din saking bugok ka.. kaw yung bulok na tae na nangangatwiran pa at ikaw yung nagpapalusot. analize pa more hehe talino mo.. kaw ang utak talangka at walang sense na mahilig manghusga kawawa ka naman asar talo,2021-12-07 0:00:00,,neutral
we are proud ilocanos proud to have our future presidentbbmmay our almighty god protect and bless you sir and so with your running mate mayor inday sara god bless you botht,2021-12-07 0:00:00,,positive
"congratulations sir,bbm you're the best be safe always and god bless!",2021-12-07 0:00:00,,positive
you are such a brilliant my president. you just proved to the people how great nation we will become. iloveyou mr.president.,2021-12-07 0:00:00,,positive
we love you po! please make the philippines great again by the grace of god!,2021-12-07 0:00:00,,positive
bethel luz i agree po with god's grace and guidance.,2021-12-07 0:00:00,,positive
bethel luz,2021-12-07 0:00:00,,neutral
proud of you bbm you have shown them intelligence and true characters and sentiments for the country mabuhay ka,2021-12-07 0:00:00,,positive
let us give this man a chance and who knows we might end up with a surprise! god bless bbm,2021-12-07 0:00:00,,positive
congratulation my beloved country the phil.! because of you sir bbm ! you are sent by god to lead our nation. may god bless you always and keep you healthy! more power sir!,2021-12-07 0:00:00,,positive
congratulations bbm! i am proud that i have chosen you as my next president. i am confident that you could do better among other candidates. god bless and stay safe sir!!,2021-12-07 0:00:00,,positive
hello po bbm ang galing nyo po napangiti mo si prof carlos hehe and the rest na aspirants n dumalo galing nyo din po.,2021-12-07 0:00:00,,neutral
congrats to our next pres.were so proud of you .thank you for the knowlegeable answer mabuhay bbmsara.tandem god bless us always,2021-12-07 0:00:00,,positive
very brilliant like his father! bbmsara2022,2021-12-07 0:00:00,,positive
god bless sir bbm you're the best and your running mate mayor sara duterte mabuhay,2021-12-07 0:00:00,,positive
"im so proud and happy of you, our next president bongbong marcos. youre very intelligent, smart, full of confidence, and very articulate. excellent!!",2021-12-07 0:00:00,,positive
so proud of you sir very well done po,2021-12-07 0:00:00,,positive
god bless you always presedent..keep safe and praying for your goodluck,2021-12-07 0:00:00,,positive
"we proud, hoping and praying one day you will read our comments. apostolic catholic church international ministries support you in your candidacy our future president ferdinand ""bong bong"" marcos and sara "" inday "" duterte as vice president. stay safe and healthy bbm and inday sara. god bless maharlikan people, god bless philippines",2021-12-07 0:00:00,,positive
"congratulations smni, and of course the best of them all bbm with his full display of respect to the philippines sovereignty and filipino dignity. watching from ontario, canada.",2021-12-07 0:00:00,,positive
"congrats po,you did a really great job po!😭😭",2021-12-07 0:00:00,,positive
congratulations my president so proud of you!!,2021-12-07 0:00:00,,positive
your the best sir bbm. for sure you will win the highest position in our country. proud ilokana here.,2021-12-07 0:00:00,,positive
very dignified looking very precise in his answers bbm,2021-12-07 0:00:00,,positive
"congrats bbm, panalo na tayo go go go god will guide you and give you knowledge and wisdom. god bless bbm at sara",2021-12-07 0:00:00,,positive
congratulations po great answers po..proud ilokana from south korea,2021-12-07 0:00:00,,positive
intellectual questions got intellectual answers from our very soon to be president. kudos to you sir bbm! you did it excellently! god bless keep you safe always. bbmsarauniteam2 022 angpangulobbm20 22,2021-12-07 0:00:00,,positive
"rose alconaba why depending only on your monthly salary? when you can make money online by staying at home or your office without any stress. if you have an email address,a laptop or a smartphone, you can earn huge amount every 48hour depending on your choice without you sending money to anyone, for more information inbox manager click below now. https tanko.musah.5891",2021-12-07 0:00:00,,positive
rose alconaba ninamnam mo ang mga sinabi at tumugma naman?,2021-12-07 0:00:00,,neutral
so proud of you our beloved president. no any negative weapon formed against you shall ever prosper for your righteousness is from the lord and every tongue that rises you in judgment you shall condemn. this is the heritage of the lord to you. you are in our prayer always.,2021-12-07 0:00:00,,positive
proud bbm supporter here! congrats po next president!,2021-12-07 0:00:00,,positive
so proud of you bbm may god bless you always,2021-12-07 0:00:00,,positive
"congratulations sir bbm,you're the best stay safe healthy .god bless u always.",2021-12-07 0:00:00,,positive
jezz aquino anong pinuputok ng butchi mo,2021-12-07 0:00:00,,neutral
"jezz aquino nakakatawa ka noh sabihin mo yan kay madam sarah cgurado aq putok nguso mo hinde lang butsi puputok sayo ,,",2021-12-07 0:00:00,,neutral
proud of u mypres.bbm pray for your journey success and protection.god bless and the all uniteam,2021-12-07 0:00:00,,positive
i just wish mr. abella and mr. gonzales could work for you if you win the election. i think they have a pure good intention to serve the country too. im looking forward for your victory together with sarah duterte sir!!,2021-12-07 0:00:00,,positive
eun jeong fbshop smni iniendorse ang uniteam. hahahahaha bias eh,2021-12-07 0:00:00,,neutral
mabuhay po kayo sir bbm god bless every time i salute you ..,2021-12-07 0:00:00,,positive
bbm brilliant congratulation po.your the best.,2021-12-07 0:00:00,,positive
congrats everyone god bless philippines and our fellow filipinos bbm and sara tandem panalo na,2021-12-07 0:00:00,,positive
congrats sir bbm we are very proud of you,2021-12-07 0:00:00,,positive
"congratulations to sonshine media network international smni for hosting the 2022 presidential debate. salute to the 4 candidates including senator bbm! respectful and well mannered, no advanced questions but answered spontaneously. kudos to you gentlemen and to the moderator, well done. panelists, questions well delivered.",2021-12-07 0:00:00,,positive
crowd's favorite well done mr. president! 😍 ang galing!,2021-12-07 0:00:00,,positive
best of luck my future president.. may the almighty god guide you and protect you,2021-12-07 0:00:00,,positive
nicely done sir!,2021-12-07 0:00:00,,positive
congratulations bbm i am so proud of you . you my next president stay safe and god bless solid uniteam bbm tandem,2021-12-07 0:00:00,,positive
your the best sir god bless,2021-12-07 0:00:00,,positive
"let this smni and dzrh interviews speak for what the presidentiables could offer to the country. and whoever wins, people should respect the will of the majority.",2021-12-07 0:00:00,,neutral
we are so proud of you. the next president of the philippines. god bless po bbm. solid sara uniteam,2021-12-07 0:00:00,,positive
"kudos to you sir very smart and brilliant, deserve nmo mahimong president . sandro beke nemen",2021-12-07 0:00:00,,positive
congratulations po my president you are the best and you are star of the night.,2021-12-07 0:00:00,,positive
so proud of you bbm.god bless po sir,2021-12-07 0:00:00,,positive
you nailed it!! kudos to everyone also behind the amazing event.,2021-12-07 0:00:00,,positive
"congratulations sir, great job",2021-12-07 0:00:00,,positive
god job bbm. we are so proud of you.. mayda na nagdaug.. ada ha imo tak usa na botos bbm marcos loyalist forever thank you marcos family for loving the filipino people mula noon hanggang ngayon god bless you and for the whole unity team proudtobewarayw aray,2021-12-07 0:00:00,,positive
oh i missed ! we pray for your success protection from god !,2021-12-07 0:00:00,,positive
dadicilef nonaray https m.facebook.com story.php?story_ fbid5388775761 151929id100 0586765074,2021-12-07 0:00:00,,neutral
"congratulations , sir bbm! we're so proud of you!",2021-12-07 0:00:00,,positive
"congratulations sir..prepare the way for the philippines to be great again,",2021-12-07 0:00:00,,positive
congratulations to our future president father like son gyud diay naka proud god bless bbm and the whole marcos family's and relatives bbmforpresident 2022 saraforvicepres ident,2021-12-07 0:00:00,,positive
"great job mr. president bongbong marcos i was so impressed to see classy men did, who showed visions, ideas etc. and that is how the debate should be .. kudos to everyone and to prof. carlos so passionate. so proud to be filipino to see something like this.. so proud of you sir.",2021-12-07 0:00:00,,positive
your our next president ..ready to any questions being asked..congratu lations ..god always guide snd bless us ..!!,2021-12-07 0:00:00,,positive
"kudos to our next philippine president, very articulate and knowledgeable. you were able to delivered your answers with confidence and sincerity. his witty of each word together with his graceful way of answering says about character. this will make him win as president for the 2022 election.",2021-12-07 0:00:00,,positive
congratulations idol.. stay safe po and god bless,2021-12-07 0:00:00,,positive
congratulations sir..our future president bbm..may almighty god protect you always..god bless you,2021-12-07 0:00:00,,positive
salute and god bless poh,2021-12-07 0:00:00,,positive
congrats sir bbm..,2021-12-07 0:00:00,,positive
congratulations poh our next president bbm stay safe poh and stay healthy poh god bless poh,2021-12-07 0:00:00,,positive
"pres bbm, please consider prof. carlos in your administration. shes really really good par excellence!",2021-12-07 0:00:00,,positive
nanuod po sa live sir..you had the most excellent answer among them..umay kamet dtoy flora apayo ah sir,2021-12-07 0:00:00,,positive
congratulations you did great future president god bless,2021-12-07 0:00:00,,positive
the most qualified and brilliant to be the next president. we proud of you.. always stay safe,2021-12-07 0:00:00,,positive
bench catriz indeed the one and only,2021-12-07 0:00:00,,positive
"congratulations incoming president 2022 we are proud of you, we love you",2021-12-07 0:00:00,,positive
"i salute you our future. pres.bbm,we are proud of you because you have brilliant mind,since the first debate to the last i watch it and i am so proud of you mostly all the question of prof.carlos,we love you ,",2021-12-07 0:00:00,,positive
congratulations pres bbm! you did great,2021-12-07 0:00:00,,positive
"kalian congratulations last night, you performed so amazingly, i could not wait for your leadership..yo u nailed it",2021-12-07 0:00:00,,positive
